HEADER
LISTA DEL SORTEO ORDINARIO NO. 3131
|PRIMER PREMIO 20652 ||| SEGUNDO PREMIO 00607 ||| TERCER PREMIO 16548|
REINTEGROS 2,7 ,8
FECHA DEL SORTEO: 01/08/2026 --- FECHA DE CADUCIDAD: 01/02/2027
VER LISTA DE COMBINACIONES
00652 CTT .... 1,800.00
00653 C .... 800.00
00654 C .... 800.00
00655 C .... 800.00
00656 C .... 800.00
00657 CR .... 900.00
00658 CR .... 900.00
00659 C .... 800.00
00660 C .... 800.00
00661 C .... 800.00
00662 CR .... 900.00
00663 C .... 800.00
00664 C .... 800.00
00665 C .... 800.00
00666 C .... 800.00
00667 CR .... 900.00
00668 CR .... 900.00
00669 C .... 800.00
00670 C .... 800.00
00671 C .... 800.00
00672 CR .... 900.00
00673 C .... 800.00
00674 C .... 800.00
00675 C .... 800.00
00676 C .... 800.00
00677 CR .... 900.00
00678 CR .... 900.00
00679 C .... 800.00
00680 C .... 800.00
00681 C .... 800.00
00682 CR .... 900.00
00683 C .... 800.00
00684 C .... 800.00
00685 C .... 800.00
00686 C .... 800.00
00687 CR .... 900.00
00688 CR .... 900.00
00689 C .... 800.00
00690 C .... 800.00
00691 C .... 800.00
00692 CR .... 900.00
00693 C .... 800.00
00694 C .... 800.00
00695 C .... 800.00
00696 C .... 800.00
00697 CR .... 900.00
00698 CR .... 900.00
00699 C .... 800.00
00700 C .... 800.00
00763 P .... 800.00

MIL
01090 P .... 1,000.00
01208 PR .... 2,100.00
NO VENDIDO
01333 P .... 800.00
01349 P .... 800.00
01455 P .... 800.00
01464 P .... 1,000.00
01548 TT .... 700.00
01607 TT .... 800.00
01652 TT .... 1,000.00
01690 P .... 1,000.00

DOS MIL
02055 P .... 800.00
02344 P .... 800.00
02518 PR .... 800.00
02548 TT .... 700.00
02607 TT .... 800.00
02652 TT .... 1,000.00

TRES MIL
03166 P .... 700.00
03303 P .... 700.00
03404 P .... 1,000.00
03456 P .... 4,000.00
VENDIDO POR PERSONA CON DISCAPACIDAD VISUAL ENRIQUE GIRÓN OCHOA, DE ESCUINTLA, ESCUINTLA
03548 TT .... 700.00
03561 P .... 700.00
03607 TT .... 800.00
03652 TT .... 1,000.00
03999 P .... 800.00

CUATRO MIL
04168 PR .... 900.00
04246 P .... 1,000.00
04396 P .... 800.00
04512 PR .... 900.00
04548 TT .... 700.00
04594 P .... 4,000.00
VENDIDO POR ESDVIN ESTUARDO ROBLES VELÁSQUEZ, DE ESTA CAPITAL
04607 TT .... 800.00
04635 P .... 1,000.00
04652 TT .... 1,000.00
04815 P .... 1,000.00
04930 P .... 1,000.00

CINCO MIL
05025 P .... 1,000.00
05548 TT .... 700.00
05607 TT .... 800.00
05633 P .... 1,000.00
05652 TT .... 1,000.00
05745 P .... 1,000.00
05916 P .... 700.00

SEIS MIL
06373 P .... 1,000.00
06548 TT .... 700.00
06607 TT .... 800.00
06652 TT .... 1,000.00
06914 P .... 1,000.00

SIETE MIL
07548 TT .... 700.00
07607 TT .... 800.00
07652 TT .... 1,000.00
07711 P .... 1,000.00
07883 P .... 4,000.00
VENDIDO POR LAURA GARCÍA, DE ESTA CAPITAL

OCHO MIL
08075 P .... 800.00
08389 P .... 700.00
08401 P .... 1,000.00
08437 PR .... 4,100.00
VENDIDO POR DARLING CARMELA MIJANGOS GARCÍA, DE ESTA CAPITAL
08548 PTT .... 1,500.00
08576 P .... 1,000.00
08607 TT .... 800.00
08652 TT .... 1,000.00
08813 P .... 700.00

NUEVE MIL
09548 TT .... 700.00
09576 P .... 700.00
09585 P .... 800.00
09607 TT .... 800.00
09652 TT .... 1,000.00
09794 P .... 1,000.00
09797 PR .... 1,100.00

DIEZ MIL
10163 P .... 1,000.00
10181 P .... 800.00
10237 PR .... 800.00
10548 TT .... 700.00
10553 P .... 1,000.00
10607 TT .... 800.00
10652 TT .... 1,000.00

ONCE MIL
11123 P .... 800.00
11201 P .... 1,000.00
11531 P .... 700.00
11548 TT .... 700.00
11607 TT .... 800.00
11652 TT .... 1,000.00
11943 P .... 800.00
11963 P .... 1,000.00
11987 PR .... 900.00

DOCE MIL
12083 P .... 6,000.00
VENDIDO POR WENDY MARISOL GARCÍA HERNÁNDEZ, DE TECULUTÁN, ZACAPA
12176 P .... 2,000.00
VENDIDO POR PERSONA CON DISCAPACIDAD VISUAL MIRIAM MARLENY VILLATORO GALICIA, DE ESTA CAPITAL
12211 P .... 1,000.00
12261 P .... 700.00
12405 P .... 1,000.00
12510 P .... 1,000.00
12548 TT .... 700.00
12565 P .... 800.00
12577 PR .... 800.00
12607 TT .... 800.00
12652 TT .... 1,000.00
12744 P .... 1,000.00
12762 PR .... 800.00
12844 P .... 700.00
12852 PR .... 2,100.00
VENDIDO POR PERSONA CON DISCAPACIDAD VISUAL MAGDALENA ALVAREZ HERNÁNDEZ, DE ESTA CAPITAL

TRECE MIL
13044 P .... 700.00
13168 PR .... 900.00
13303 P .... 800.00
13548 TT .... 700.00
13570 P .... 1,000.00
13607 TT .... 800.00
13652 TT .... 1,000.00
13888 PR .... 6,100.00
VENDIDO POR TELEMARKETING LOTERÍA SANTA LUCÍA, DE ESTA CAPITAL

CATORCE MIL
14447 PR .... 1,100.00
14548 TT .... 700.00
14607 TT .... 800.00
14652 TT .... 1,000.00
14873 P .... 6,000.00
VENDIDO POR MIGUEL LORENZO IXCOTOYAC REYNOSO, DE ESTA CAPITAL

QUINCE MIL
15018 PR .... 800.00
15025 P .... 800.00
15075 P .... 700.00
15548 TT .... 700.00
15607 TT .... 800.00
15621 P .... 800.00
15652 TT .... 1,000.00
15799 P .... 800.00

DIECISEIS MIL
16198 PR .... 900.00
16275 P .... 800.00
16387 PR .... 900.00
16501 C .... 700.00
16502 CR .... 800.00
16503 C .... 700.00
16504 C .... 700.00
16505 C .... 700.00
16506 C .... 700.00
16507 CR .... 800.00
16508 CR .... 800.00
16509 C .... 700.00
16510 C .... 700.00
16511 C .... 700.00
16512 CR .... 800.00
16513 C .... 700.00
16514 C .... 700.00
16515 C .... 700.00
16516 C .... 700.00
16517 CR .... 800.00
16518 CR .... 800.00
16519 C .... 700.00
16520 C .... 700.00
16521 C .... 700.00
16522 CR .... 800.00
16523 C .... 700.00
16524 C .... 700.00
16525 C .... 700.00
16526 C .... 700.00
16527 CR .... 800.00
16528 CR .... 800.00
16529 C .... 700.00
16530 C .... 700.00
16531 C .... 700.00
16532 CR .... 800.00
16533 C .... 700.00
16534 C .... 700.00
16535 C .... 700.00
16536 C .... 700.00
16537 CR .... 800.00
16538 CR .... 800.00
16539 C .... 700.00
16540 C .... 700.00
16541 C .... 700.00
16542 CR .... 800.00
16543 C .... 700.00
16544 C .... 700.00
16545 C .... 700.00
16546 P .... 4,000.00
VENDIDO POR JUAN TÓJIN PÚ, DE ESTA CAPITAL
16547 PR .... 4,100.00
VENDIDO POR ELDER ROEL MAZARIEGOS CONTRERAS, DE VILLA NUEVA, GUATEMALA
16548 P .... 100,000.00
VENDIDO POR WENDY MARISOL GARCÍA HERNÁNDEZ, DE TECULUTÁN, ZACAPA
16549 DP .... 4,800.00
VENDIDO POR BRIGITTE IVON MORALES CIFUENTES, DE ESTA CAPITAL
16550 P .... 4,000.00
VENDIDO POR ERNESTO JONATHAN MAZARIEGOS MÉRIDA, DE COATEPEQUE, QUETZALTENANGO
16551 C .... 700.00
16552 CR .... 800.00
16553 C .... 700.00
16554 C .... 700.00
16555 C .... 700.00
16556 C .... 700.00
16557 CR .... 800.00
16558 CR .... 800.00
16559 C .... 700.00
16560 C .... 700.00
16561 C .... 700.00
16562 CR .... 800.00
16563 C .... 700.00
16564 C .... 700.00
16565 C .... 700.00
16566 C .... 700.00
16567 CR .... 800.00
16568 CR .... 800.00
16569 C .... 700.00
16570 C .... 700.00
16571 C .... 700.00
16572 CR .... 800.00
16573 C .... 700.00
16574 C .... 700.00
16575 C .... 700.00
16576 C .... 700.00
16577 CR .... 800.00
16578 CR .... 800.00
16579 C .... 700.00
16580 C .... 700.00
16581 C .... 700.00
16582 CR .... 800.00
16583 C .... 700.00
16584 C .... 700.00
16585 C .... 700.00
16586 C .... 700.00
16587 CR .... 800.00
16588 CR .... 800.00
16589 C .... 700.00
16590 C .... 700.00
16591 C .... 700.00
16592 CR .... 800.00
16593 C .... 700.00
16594 C .... 700.00
16595 PC .... 1,400.00
16596 C .... 700.00
16597 CR .... 800.00
16598 CR .... 800.00
16599 C .... 700.00
16600 C .... 700.00
16607 TT .... 800.00
16652 TT .... 1,000.00
16727 PR .... 800.00
16733 P .... 800.00
16930 P .... 4,000.00
VENDIDO POR PERSONA CON DISCAPACIDAD VISUAL BELZAR ORELLANA Y ORELLANA, DE GUASTATOYA, EL PROGRESO

DIECISIETE MIL
17245 P .... 800.00
17548 TT .... 700.00
17607 TT .... 800.00
17652 TT .... 1,000.00
17749 P .... 800.00
17982 PR .... 1,100.00

DIECIOCHO MIL
18030 P .... 700.00
18076 P .... 2,000.00
VENDIDO POR JUAN TÓJIN PÚ, DE ESTA CAPITAL
18193 P .... 1,000.00
18418 PR .... 800.00
18548 TT .... 700.00
18555 P .... 800.00
18607 TT .... 800.00
18652 TT .... 1,000.00

DIECINUEVE MIL
19104 P .... 2,000.00
VENDIDO POR BRENDA ELISABET FAJARDO RAMÍREZ, DE ESTA CAPITAL
19272 PR .... 800.00
19298 PR .... 2,100.00
VENDIDO POR ERIK ALEJANDRO ORTIZ MORALES, DE ESTA CAPITAL
19548 TT .... 700.00
19604 P .... 1,000.00
19607 TT .... 800.00
19652 TT .... 1,000.00
19808 PR .... 1,100.00
19834 P .... 4,000.00
VENDIDO POR ANGÉLICA GREGORIA GIL LÓPEZ, DE ESTA CAPITAL
19873 P .... 1,000.00
19982 PR .... 800.00

VEINTE MIL
20001 P .... 2,000.00
VENDIDO POR PERSONA CON DISCAPACIDAD VISUAL FRANCISCO GELACIO MARCIAL BASILIO, DE ESTA CAPITAL
20064 P .... 2,000.00
VENDIDO POR PERSONA CON DISCAPACIDAD VISUAL MIRIAM MARLENY VILLATORO GALICIA, DE ESTA CAPITAL
20306 P .... 800.00
20413 P .... 2,000.00
VENDIDO POR PERSONA CON DISCAPACIDAD VISUAL EDGAR BENJAMIN TUT, DE COBÁN, ALTA VERAPÁZ
20533 P .... 6,000.00
VENDIDO POR WENDY MARISOL GARCÍA HERNÁNDEZ, DE TECULUTÁN, ZACAPA
20548 TT .... 700.00
20572 PR .... 1,100.00
20601 C .... 1,000.00
20602 CR .... 1,100.00
20603 C .... 1,000.00
20604 C .... 1,000.00
20605 C .... 1,000.00
20606 C .... 1,000.00
20607 CTT .... 1,800.00
20608 CR .... 1,100.00
20609 C .... 1,000.00
20610 C .... 1,000.00
20611 C .... 1,000.00
20612 CR .... 1,100.00
20613 C .... 1,000.00
20614 C .... 1,000.00
20615 C .... 1,000.00
20616 C .... 1,000.00
20617 CR .... 1,100.00
20618 CR .... 1,100.00
20619 C .... 1,000.00
20620 C .... 1,000.00
20621 C .... 1,000.00
20622 CR .... 1,100.00
20623 C .... 1,000.00
20624 C .... 1,000.00
20625 C .... 1,000.00
20626 C .... 1,000.00
20627 CR .... 1,100.00
20628 CR .... 1,100.00
20629 C .... 1,000.00
20630 C .... 1,000.00
20631 C .... 1,000.00
20632 CR .... 1,100.00
20633 C .... 1,000.00
20634 C .... 1,000.00
20635 C .... 1,000.00
20636 C .... 1,000.00
20637 CR .... 1,100.00
20638 CR .... 1,100.00
20639 C .... 1,000.00
20640 C .... 1,000.00
20641 C .... 1,000.00
20642 CR .... 1,100.00
20643 C .... 1,000.00
20644 C .... 1,000.00
20645 C .... 1,000.00
20646 C .... 1,000.00
20647 CR .... 1,100.00
20648 CR .... 1,100.00
20649 C .... 1,000.00
20650 P .... 10,000.00
VENDIDO POR YECENIA MARISOL MAZARIEGOS ARREAGA, DE QUETZALTENANGO, QUETZALTENANGO
20651 P .... 10,000.00
VENDIDO POR SARA GARCÍA Y GARCÍA DE GONZÁLEZ, DE ESTA CAPITAL
20652 P .... 1,500,000.00
VENDIDO POR SARA GARCÍA Y GARCÍA DE GONZÁLEZ, DE ESTA CAPITAL
20653 P .... 10,000.00
VENDIDO POR BRENDA ELISABET FAJARDO RAMÍREZ, DE ESTA CAPITAL
20654 P .... 10,000.00
VENDIDO POR GUSTAVO ADOLFO CARDONA SUNUN, DE RETALHULEU, RETALHULEU
20655 C .... 1,000.00
20656 C .... 1,000.00
20657 CR .... 1,100.00
20658 CR .... 1,100.00
20659 C .... 1,000.00
20660 C .... 1,000.00
20661 C .... 1,000.00
20662 CR .... 1,100.00
20663 C .... 1,000.00
20664 C .... 1,000.00
20665 C .... 1,000.00
20666 C .... 1,000.00
20667 CR .... 1,100.00
20668 CR .... 1,100.00
20669 C .... 1,000.00
20670 C .... 1,000.00
20671 C .... 1,000.00
20672 CR .... 1,100.00
20673 C .... 1,000.00
20674 C .... 1,000.00
20675 C .... 1,000.00
20676 C .... 1,000.00
20677 CR .... 1,100.00
20678 CR .... 1,100.00
20679 C .... 1,000.00
20680 C .... 1,000.00
20681 C .... 1,000.00
20682 CR .... 1,100.00
20683 C .... 1,000.00
20684 C .... 1,000.00
20685 C .... 1,000.00
20686 C .... 1,000.00
20687 CR .... 1,100.00
20688 CR .... 1,100.00
20689 C .... 1,000.00
20690 C .... 1,000.00
20691 C .... 1,000.00
20692 CR .... 1,100.00
20693 C .... 1,000.00
20694 C .... 1,000.00
20695 C .... 1,000.00
20696 C .... 1,000.00
20697 CR .... 1,100.00
20698 CR .... 1,100.00
20699 PC .... 1,800.00
20700 C .... 1,000.00
20702 PR .... 900.00
20741 P .... 1,000.00
20791 P .... 700.00
20915 P .... 800.00
20965 P .... 700.00

VEINTIUN MIL
21166 P .... 4,000.00
VENDIDO POR MIRIAM LISBETH FUENTES LÓPEZ, DE SAN PEDRO SACATEPÉQUEZ, SAN MARCOS
21367 PR .... 900.00
21433 P .... 800.00
21548 TT .... 700.00
21607 TT .... 800.00
21652 TT .... 1,000.00
21812 PR .... 800.00
21908 PR .... 1,100.00

VEINTIDOS MIL
22015 P .... 800.00
22425 P .... 700.00
22475 P .... 800.00
22548 TT .... 700.00
22607 TT .... 800.00
22645 P .... 700.00
22652 TT .... 1,000.00

VEINTITRES MIL
23253 P .... 800.00
23425 P .... 700.00
23548 TT .... 700.00
23607 TT .... 800.00
23652 TT .... 1,000.00
23674 P .... 700.00
23929 P .... 2,000.00
VENDIDO POR ALBERTO JULIO PAZ BURGOS, DE ESTA CAPITAL
23958 PR .... 800.00

VEINTICUATRO MIL
24410 P .... 700.00
24507 PR .... 900.00
24548 TT .... 700.00
24607 TT .... 800.00
24652 TT .... 1,000.00
24812 PR .... 1,100.00

VEINTICINCO MIL
25056 P .... 1,000.00
25155 P .... 700.00
25179 P .... 700.00
25215 P .... 1,000.00
25548 TT .... 700.00
25607 TT .... 800.00
25652 TT .... 1,000.00

VEINTISEIS MIL
26058 PR .... 800.00
26154 P .... 4,000.00
VENDIDO POR TELEMARKETING LOTERÍA SANTA LUCÍA, DE ESTA CAPITAL
26425 P .... 700.00
26548 TT .... 700.00
26607 TT .... 800.00
26652 TT .... 1,000.00
26998 PR .... 800.00

VEINTISIETE MIL
27425 P .... 700.00
27507 PR .... 900.00
27529 P .... 4,000.00
VENDIDO POR LÚCAS MORALES IGÜIT, DE ESTA CAPITAL
27548 TT .... 700.00
27607 TT .... 800.00
27652 TT .... 1,000.00
27670 P .... 1,000.00
27916 P .... 1,000.00
27925 P .... 4,000.00
VENDIDO POR AURA MARINA MORATAYA SIS DE MOTA, DE TIQUISATE, ESCUINTLA
27929 P .... 4,000.00
NO VENDIDO

VEINTIOCHO MIL
28000 P .... 700.00
28093 P .... 700.00
28415 P .... 4,000.00
VENDIDO POR BRIGITTE IVON MORALES CIFUENTES, DE ESTA CAPITAL
28470 P .... 700.00
28478 PR .... 1,100.00
28548 TT .... 700.00
28557 PR .... 800.00
28607 TT .... 800.00
28652 TT .... 1,000.00
28749 P .... 2,000.00
VENDIDO POR MARIA ENCARNACIÓN GIRÓN OCHOA, DE ESCUINTLA, ESCUINTLA

VEINTINUEVE MIL
29548 TT .... 700.00
29607 TT .... 800.00
29609 P .... 800.00
29634 P .... 800.00
29652 TT .... 1,000.00

TREINTA MIL
30057 PR .... 1,100.00
30264 P .... 700.00
30338 PR .... 900.00
30386 P .... 1,000.00
30548 TT .... 700.00
30607 TT .... 800.00
30652 TT .... 1,000.00
30822 PR .... 800.00
30826 P .... 1,000.00

TREINTA Y UN MIL
31046 P .... 1,000.00
31397 PR .... 900.00
31433 P .... 1,000.00
31526 P .... 800.00
31548 TT .... 700.00
31607 TT .... 800.00
31652 TT .... 1,000.00

TREINTA Y DOS MIL
32140 P .... 1,000.00
32548 TT .... 700.00
32607 TT .... 800.00
32652 TT .... 1,000.00
32938 PR .... 1,100.00
32976 P .... 2,000.00
VENDIDO POR PERSONA CON DISCAPACIDAD VISUAL ARABIA LIBIA IXQUIAC CHUN, DE ESTA CAPITAL

TREINTA Y TRES MIL
33142 PR .... 800.00
33190 P .... 2,000.00
VENDIDO POR ERNESTO JONATHAN MAZARIEGOS MÉRIDA, DE COATEPEQUE, QUETZALTENANGO
33548 TT .... 700.00
33607 TT .... 800.00
33652 TT .... 1,000.00
33711 P .... 800.00
33719 P .... 800.00
33725 P .... 1,000.00
33772 PR .... 800.00

TREINTA Y CUATRO MIL
34059 P .... 2,000.00
VENDIDO POR FRANCI OTTONIEL ARDIANO MÉRIDA, DE COATEPEQUE, QUETZALTENANGO
34135 P .... 1,000.00
34314 P .... 6,000.00
VENDIDO POR JUANA ESTELA REYNOSO HERNÁNDEZ, DE ESTA CAPITAL
34548 TT .... 700.00
34607 TT .... 800.00
34631 P .... 800.00
34652 TT .... 1,000.00

TREINTA Y CINCO MIL
35156 P .... 2,000.00
VENDIDO POR JULIO VELÁSQUEZ CHÚN, DE MALACATÁN, SAN MARCOS
35251 P .... 4,000.00
VENDIDO POR PERSONA CON DISCAPACIDAD VISUAL MYNOR AUGUSTO LÓPEZ GAMBOA, DE MIXCO, GUATEMALA
35283 P .... 2,000.00
NO VENDIDO
35548 TT .... 700.00
35601 P .... 800.00
35607 TT .... 800.00
35652 TT .... 1,000.00
35668 PR .... 800.00
35982 PR .... 900.00

TREINTA Y SEIS MIL
36068 PR .... 800.00
36146 P .... 800.00
36548 TT .... 700.00
36607 TT .... 800.00
36638 PR .... 1,100.00
36652 TT .... 1,000.00
36915 P .... 6,000.00
VENDIDO POR KARLA ABIGAIL LOLMET CALICIO, DE MAZATENANGO, SUCHITEPÉQUEZ

TREINTA Y SIETE MIL
37105 P .... 700.00
37266 P .... 700.00
37397 PR .... 900.00
37548 TT .... 700.00
37607 TT .... 800.00
37652 TT .... 1,000.00
37776 P .... 2,000.00
NO VENDIDO
37814 P .... 700.00
37952 PR .... 1,100.00
37975 P .... 800.00

TREINTA Y OCHO MIL
38148 PR .... 800.00
38164 P .... 800.00
38165 P .... 2,000.00
VENDIDO POR RAMIRO ANTONIO MARROQUÍN, DE ESTA CAPITAL
38301 P .... 700.00
38408 PR .... 800.00
38488 PR .... 2,100.00
VENDIDO POR MIREYA RAQUEL CASTILLO AMBROSY DE OCHOA, DE HUEHUETENANGO, HUEHUETENANGO
38548 TT .... 700.00
38607 TT .... 800.00
38652 TT .... 1,000.00
38798 PR .... 1,100.00
38922 PR .... 900.00

TREINTA Y NUEVE MIL
39032 PR .... 900.00
39136 P .... 1,000.00
39139 P .... 1,000.00
39192 PR .... 1,100.00
39199 P .... 800.00
39234 P .... 1,000.00
39485 P .... 800.00
39513 P .... 1,000.00
39548 TT .... 700.00
39586 P .... 700.00
39607 TT .... 800.00
39652 TT .... 1,000.00
39963 P .... 800.00

CUARENTA MIL
40166 P .... 1,000.00
40326 P .... 2,000.00
NO VENDIDO
40368 PR .... 800.00
40548 TT .... 700.00
40607 TT .... 800.00
40652 TT .... 1,000.00
40711 P .... 1,000.00

CUARENTA Y UN MIL
41037 PR .... 900.00
41099 P .... 800.00
41376 P .... 800.00
41466 P .... 800.00
41546 P .... 800.00
41548 TT .... 700.00
41607 TT .... 800.00
41652 TT .... 1,000.00
41871 P .... 1,000.00
41984 P .... 700.00

CUARENTA Y DOS MIL
42083 P .... 2,000.00
VENDIDO POR JUAN NOÉ CIRAIZ BERDUO, DE ESTA CAPITAL
42161 P .... 700.00
42548 TT .... 700.00
42607 TT .... 800.00
42652 TT .... 1,000.00
42955 P .... 700.00

CUARENTA Y TRES MIL
43385 P .... 700.00
43396 P .... 1,000.00
43548 TT .... 700.00
43602 PR .... 900.00
43607 TT .... 800.00
43613 P .... 800.00
43616 P .... 800.00
43652 TT .... 1,000.00
43719 P .... 700.00

CUARENTA Y CUATRO MIL
44168 PR .... 1,100.00
44256 P .... 700.00
44548 TT .... 700.00
44607 TT .... 800.00
44652 TT .... 1,000.00
44691 P .... 700.00
44705 P .... 1,000.00
44915 P .... 6,000.00
VENDIDO POR BALTAZAR TZUNUX LUX, DE ESTA CAPITAL

CUARENTA Y CINCO MIL
45197 PR .... 900.00
45226 P .... 1,000.00
45298 PR .... 800.00
45548 TT .... 700.00
45583 P .... 700.00
45607 TT .... 800.00
45652 TT .... 1,000.00
45811 P .... 1,000.00

CUARENTA Y SEIS MIL
46155 P .... 700.00
46345 P .... 1,000.00
46528 PR .... 1,100.00
46531 P .... 700.00
46548 TT .... 700.00
46607 TT .... 800.00
46652 TT .... 1,000.00
46818 PR .... 900.00

CUARENTA Y SIETE MIL
47051 P .... 1,000.00
47548 TT .... 700.00
47607 TT .... 800.00
47643 P .... 700.00
47652 TT .... 1,000.00
47707 PR .... 900.00

CUARENTA Y OCHO MIL
48245 P .... 4,000.00
VENDIDO POR GUADALUPE CRISTINA PACHECO SOCH, DE ESTA CAPITAL
48427 PR .... 900.00
48548 TT .... 700.00
48607 TT .... 800.00
48652 TT .... 1,000.00
48719 P .... 4,000.00
VENDIDO POR FRANCISCA SALAZAR DE SOTO, DE PUERTO BARRIOS, IZABAL
48904 P .... 1,000.00
48991 P .... 4,000.00
VENDIDO POR CÉSAR AUGUSTO RODAS SOLÍS, DE COATEPEQUE, QUETZALTENANGO

CUARENTA Y NUEVE MIL
49273 P .... 700.00
49398 PR .... 1,100.00
49424 P .... 2,000.00
VENDIDO POR PERSONA CON DISCAPACIDAD VISUAL AXEL GEOVANNI MEJÍA CORONADO, DE ESTA CAPITAL
49548 TT .... 700.00
49607 TT .... 800.00
49652 TT .... 1,000.00
49668 PR .... 800.00
49766 P .... 1,000.00

CINCUENTA MIL
50548 TT .... 700.00
50558 PR .... 1,100.00
50607 TT .... 800.00
50652 TT .... 1,000.00
50694 P .... 1,000.00
50998 PR .... 800.00

CINCUENTA Y UN MIL
51548 TT .... 700.00
51607 TT .... 800.00
51652 TT .... 1,000.00
51680 P .... 1,000.00
51947 PR .... 800.00

CINCUENTA Y DOS MIL
52548 TT .... 700.00
52551 P .... 1,000.00
52569 P .... 800.00
52607 TT .... 800.00
52652 TT .... 1,000.00
52785 P .... 800.00
52929 P .... 700.00

CINCUENTA Y TRES MIL
53548 TT .... 700.00
53607 TT .... 800.00
53652 TT .... 1,000.00

CINCUENTA Y CUATRO MIL
54086 P .... 700.00
54155 P .... 6,000.00
VENDIDO POR SANDY CELESTE GARCÍA MENDEZ DE RIVAS, DE SAN BENITO, PETÉN
54214 P .... 1,000.00
54533 P .... 4,000.00
VENDIDO POR MANUEL ROLANDO QUINILLA CHIVALAM, DE ANTIGUA GUATEMALA, SACATEPÉQUEZ
54548 TT .... 700.00
54607 TT .... 800.00
54652 TT .... 1,000.00
54747 PR .... 900.00
54859 P .... 800.00

CINCUENTA Y CINCO MIL
55548 TT .... 700.00
55568 PR .... 1,100.00
55607 TT .... 800.00
55652 TT .... 1,000.00
55886 P .... 700.00

CINCUENTA Y SEIS MIL
56266 P .... 2,000.00
VENDIDO POR RIGOBERTO CHAVAJAY SACACH, DE MAZATENANGO, SUCHITEPÉQUEZ
56349 P .... 2,000.00
VENDIDO POR YECENIA MARISOL MAZARIEGOS ARREAGA, DE QUETZALTENANGO, QUETZALTENANGO
56548 TT .... 700.00
56607 TT .... 800.00
56652 TT .... 1,000.00
56809 P .... 1,000.00
56973 P .... 800.00

CINCUENTA Y SIETE MIL
57018 PR .... 900.00
57025 P .... 700.00
57077 PR .... 1,100.00
57548 TT .... 700.00
57607 TT .... 800.00
57616 P .... 700.00
57652 TT .... 1,000.00

CINCUENTA Y OCHO MIL
58548 TT .... 700.00
58579 P .... 700.00
58599 P .... 1,000.00
58607 TT .... 800.00
58652 TT .... 1,000.00

CINCUENTA Y NUEVE MIL
59107 PR .... 1,100.00
59548 TT .... 700.00
59607 TT .... 800.00
59652 TT .... 1,000.00
59864 P .... 4,000.00
VENDIDO POR AURA VIOLETA LEPE LÓPEZ, DE SANTA CATARINA PINULA, GUATEMALA

SESENTA MIL
60326 P .... 2,000.00
VENDIDO POR TELEMARKETING LOTERÍA SANTA LUCÍA, DE ESTA CAPITAL
60548 TT .... 700.00
60589 P .... 700.00
60607 TT .... 800.00
60652 TT .... 1,000.00

SESENTA Y UN MIL
61197 PR .... 900.00
61211 P .... 1,000.00
61548 TT .... 700.00
61557 PR .... 900.00
61607 TT .... 800.00
61652 TT .... 1,000.00
61756 P .... 700.00

SESENTA Y DOS MIL
62333 P .... 1,000.00
62548 TT .... 700.00
62582 PR .... 2,100.00
